danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,name_song,artists,genre
0.489,0.619,0,-6.713,0,0.0422,0.419,0,0.142,0.413,119.133,196500,3,No Time Like Christmas,Chris Brown,"['r&b', 'rap']"
0.463,0.596,6,-8.609,1,0.134,0.0358,0,0.107,0.289,84.281,311387,4,Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Chris Brown,"['r&b', 'rap']"
0.654,0.615,10,-8.157,1,0.0758,0.0311,0.00125,0.191,0.307,148.005,263680,4,C.A.B. (Catch A Body) (feat. Fivio Foreign),Chris Brown,"['r&b', 'rap']"
0.575,0.633,4,-7.636,0,0.22,0.017,0,0.342,0.178,90.255,174000,4,Pitch Black,Chris Brown,"['r&b', 'rap']"
0.704,0.399,9,-9.447,1,0.25,0.0134,0.00017,0.111,0.238,91.858,233747,4,Possessive (feat. Lil Wayne & BLEU),Chris Brown,"['r&b', 'rap']"
0.637,0.533,5,-9.04,0,0.157,0.00861,0,0.104,0.389,85.028,218267,4,Addicted (feat. Lil Baby),Chris Brown,"['r&b', 'rap']"
0.732,0.635,4,-7.191,0,0.178,0.106,1.52E-05,0.0977,0.795,171.88,146840,4,Call Me Every Day (feat. Wizkid),Chris Brown,"['r&b', 'rap']"
0.605,0.707,9,-7.734,0,0.046,0.0484,0.000122,0.122,0.6,113.772,183133,5,Closure (feat. H.E.R.),Chris Brown,"['r&b', 'rap']"
0.68,0.521,9,-8.59,1,0.0572,0.0363,0,0.131,0.115,91.851,191160,4,Need You Right Here (feat. Bryson Tiller),Chris Brown,"['r&b', 'rap']"
0.611,0.728,10,-6.904,1,0.0429,0.00707,0.00394,0.0902,0.722,159.982,211880,4,Sex Memories (feat. Ella Mai),Chris Brown,"['r&b', 'rap']"
0.708,0.629,5,-6.698,0,0.0918,0.0129,0,0.145,0.348,119.924,204533,5,Hmhmm (feat. EST Gee),Chris Brown,"['r&b', 'rap']"
0.751,0.583,1,-7.41,1,0.0529,0.0391,0,0.116,0.476,96.52,220760,4,Psychic,Chris Brown,"['r&b', 'rap']"
0.417,0.66,5,-7.292,1,0.242,0.00928,2.83E-06,0.1,0.415,95.941,190413,4,Show It (feat. Blxst),Chris Brown,"['r&b', 'rap']"
0.591,0.418,6,-10.513,0,0.106,0.388,0,0.0781,0.498,112.197,219587,3,Sleep At Night,Chris Brown,"['r&b', 'rap']"
0.734,0.629,9,-7.597,0,0.055,0.0643,0,0.121,0.217,99.042,204667,4,Passing Time,Chris Brown,"['r&b', 'rap']"
0.695,0.603,1,-6.547,1,0.105,0.103,0,0.0843,0.904,86.988,234947,4,WE (Warm Embrace),Chris Brown,"['r&b', 'rap']"
0.757,0.773,2,-5.505,1,0.0571,0.0564,0.000168,0.146,0.704,113.039,218053,4,Forbidden,Chris Brown,"['r&b', 'rap']"
0.765,0.674,0,-7.009,1,0.125,0.00942,0,0.189,0.505,91.538,180787,4,Bad Then A Beach (feat. Tory Lanez),Chris Brown,"['r&b', 'rap']"
0.717,0.645,4,-7.231,0,0.0436,0.00823,0.000324,0.233,0.483,139.846,187680,4,Survive The Night,Chris Brown,"['r&b', 'rap']"
0.463,0.596,6,-8.609,1,0.134,0.0358,0,0.107,0.289,84.281,311387,4,Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Chris Brown,"['r&b', 'rap']"
0.654,0.615,10,-8.157,1,0.0758,0.0311,0.00125,0.191,0.307,148.005,263680,4,C.A.B. (Catch A Body) (feat. Fivio Foreign),Chris Brown,"['r&b', 'rap']"
0.575,0.633,4,-7.636,0,0.22,0.017,0,0.342,0.178,90.255,174000,4,Pitch Black,Chris Brown,"['r&b', 'rap']"
0.704,0.399,9,-9.447,1,0.25,0.0134,0.00017,0.111,0.238,91.858,233747,4,Possessive (feat. Lil Wayne & BLEU),Chris Brown,"['r&b', 'rap']"
0.637,0.533,5,-9.04,0,0.157,0.00861,0,0.104,0.389,85.028,218267,4,Addicted (feat. Lil Baby),Chris Brown,"['r&b', 'rap']"
0.732,0.635,4,-7.191,0,0.178,0.106,1.52E-05,0.0977,0.795,171.88,146840,4,Call Me Every Day (feat. Wizkid),Chris Brown,"['r&b', 'rap']"
0.605,0.707,9,-7.734,0,0.046,0.0484,0.000122,0.122,0.6,113.772,183133,5,Closure (feat. H.E.R.),Chris Brown,"['r&b', 'rap']"
0.68,0.521,9,-8.59,1,0.0572,0.0363,0,0.131,0.115,91.851,191160,4,Need You Right Here (feat. Bryson Tiller),Chris Brown,"['r&b', 'rap']"
0.611,0.728,10,-6.904,1,0.0429,0.00707,0.00394,0.0902,0.722,159.982,211880,4,Sex Memories (feat. Ella Mai),Chris Brown,"['r&b', 'rap']"
0.708,0.629,5,-6.698,0,0.0918,0.0129,0,0.145,0.348,119.924,204533,5,Hmhmm (feat. EST Gee),Chris Brown,"['r&b', 'rap']"
0.751,0.583,1,-7.41,1,0.0529,0.0391,0,0.116,0.476,96.52,220760,4,Psychic,Chris Brown,"['r&b', 'rap']"
0.417,0.66,5,-7.292,1,0.242,0.00928,2.83E-06,0.1,0.415,95.941,190413,4,Show It (feat. Blxst),Chris Brown,"['r&b', 'rap']"
0.591,0.418,6,-10.513,0,0.106,0.388,0,0.0781,0.498,112.197,219587,3,Sleep At Night,Chris Brown,"['r&b', 'rap']"
0.734,0.629,9,-7.597,0,0.055,0.0643,0,0.121,0.217,99.042,204667,4,Passing Time,Chris Brown,"['r&b', 'rap']"
0.695,0.603,1,-6.547,1,0.105,0.103,0,0.0843,0.904,86.988,234947,4,WE (Warm Embrace),Chris Brown,"['r&b', 'rap']"
0.757,0.773,2,-5.505,1,0.0571,0.0564,0.000168,0.146,0.704,113.039,218053,4,Forbidden,Chris Brown,"['r&b', 'rap']"
0.765,0.674,0,-7.009,1,0.125,0.00942,0,0.189,0.505,91.538,180787,4,Bad Then A Beach (feat. Tory Lanez),Chris Brown,"['r&b', 'rap']"
0.717,0.645,4,-7.231,0,0.0436,0.00823,0.000324,0.233,0.483,139.846,187680,4,Survive The Night,Chris Brown,"['r&b', 'rap']"
0.507,0.433,1,-8.972,1,0.0671,0.144,1.86E-06,0.164,0.189,92.738,190440,4,Dream,Chris Brown,"['r&b', 'rap']"
0.513,0.773,8,-6.136,1,0.0916,0.00694,0,0.119,0.885,169.936,153893,4,Slide,Chris Brown,"['r&b', 'rap']"
0.353,0.598,3,-8.615,0,0.221,0.0359,0,0.107,0.268,76.855,311387,3,Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Chris Brown,"['r&b', 'rap']"
0.655,0.61,10,-8.157,1,0.0759,0.0313,0.00108,0.191,0.3,147.994,263680,4,C.A.B. (Catch A Body) (feat. Fivio Foreign),Chris Brown,"['r&b', 'rap']"
0.451,0.639,4,-7.61,0,0.254,0.0156,0,0.346,0.163,88.394,174000,4,Pitch Black,Chris Brown,"['r&b', 'rap']"
0.734,0.398,9,-9.453,1,0.243,0.0136,0.000158,0.111,0.243,91.941,233747,4,Possessive (feat. Lil Wayne & BLEU),Chris Brown,"['r&b', 'rap']"
0.654,0.532,5,-9.07,0,0.143,0.00892,0,0.104,0.389,85.016,218267,4,Addicted (feat. Lil Baby),Chris Brown,"['r&b', 'rap']"
0.73,0.634,4,-7.191,0,0.181,0.107,1.44E-05,0.0976,0.798,171.874,146840,4,Call Me Every Day (feat. Wizkid),Chris Brown,"['r&b', 'rap']"
0.608,0.709,9,-7.725,0,0.0459,0.0456,0.000119,0.12,0.596,113.789,183133,5,Closure (feat. H.E.R.),Chris Brown,"['r&b', 'rap']"
0.654,0.519,2,-8.593,1,0.057,0.04,0,0.133,0.119,91.938,191160,4,Need You Right Here (feat. Bryson Tiller),Chris Brown,"['r&b', 'rap']"
0.632,0.73,10,-6.905,1,0.0493,0.00728,0.00423,0.0903,0.701,79.929,211880,4,Sex Memories (feat. Ella Mai),Chris Brown,"['r&b', 'rap']"
0.503,0.63,5,-6.698,0,0.171,0.0126,0,0.148,0.326,120.002,204533,5,Hmhmm (feat. EST Gee),Chris Brown,"['r&b', 'rap']"
0.739,0.58,1,-7.414,1,0.0637,0.0395,0,0.114,0.452,96.501,220760,4,Psychic,Chris Brown,"['r&b', 'rap']"
0.465,0.66,5,-7.296,1,0.219,0.00971,2.90E-06,0.1,0.39,96.841,190413,4,Show It (feat. Blxst),Chris Brown,"['r&b', 'rap']"
0.579,0.418,6,-10.511,0,0.0969,0.394,0,0.0783,0.497,111.845,219587,3,Sleep At Night,Chris Brown,"['r&b', 'rap']"
0.732,0.629,9,-7.58,0,0.0551,0.0647,0,0.12,0.217,99.038,204667,4,Passing Time,Chris Brown,"['r&b', 'rap']"
0.695,0.603,1,-6.543,1,0.104,0.0992,0,0.084,0.9,86.987,234947,4,WE (Warm Embrace),Chris Brown,"['r&b', 'rap']"
0.758,0.777,2,-5.508,1,0.0578,0.0559,0.000192,0.145,0.699,113.032,218053,4,Forbidden,Chris Brown,"['r&b', 'rap']"
0.765,0.672,0,-7.009,1,0.126,0.00886,0,0.165,0.499,91.542,180787,4,Bad Then A Beach (feat. Tory Lanez),Chris Brown,"['r&b', 'rap']"
0.712,0.647,4,-7.234,0,0.044,0.00791,0.000347,0.234,0.506,139.854,187680,4,Survive The Night,Chris Brown,"['r&b', 'rap']"
0.537,0.432,1,-8.985,1,0.0606,0.142,1.66E-06,0.169,0.196,92.585,190440,4,Dream,Chris Brown,"['r&b', 'rap']"
0.51,0.774,8,-6.136,1,0.0928,0.00748,0,0.117,0.882,170.222,153893,4,Slide,Chris Brown,"['r&b', 'rap']"
0.949,0.461,11,-9.024,1,0.234,0.041,2.39E-06,0.083,0.655,135.919,172933,4,Say You Love Me,Chris Brown,"['r&b', 'rap']"
0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,176960,4,Go Crazy,Chris Brown,"['r&b', 'rap']"
0.716,0.479,5,-9.636,0,0.173,0.0835,0,0.21,0.59,97.981,256507,4,Trap Back (feat. Major Nine),Chris Brown,"['r&b', 'rap']"
0.829,0.467,9,-9.134,1,0.104,0.0299,0,0.105,0.483,132.984,203040,4,I Got Time (feat. Shad Da God),Chris Brown,"['r&b', 'rap']"
0.709,0.473,7,-11.253,0,0.174,0.0242,0,0.109,0.276,146.134,240160,4,She Bumped Her Head (feat. Gunna),Chris Brown,"['r&b', 'rap']"
0.785,0.687,7,-9.241,0,0.168,0.0771,0,0.119,0.63,141.003,327920,4,Big Slimes (feat. Gunna & Lil Duke),Chris Brown,"['r&b', 'rap']"
0.496,0.522,11,-10.946,1,0.155,0.55,4.77E-05,0.118,0.42,193.551,233827,4,I Ain't Tryin',Chris Brown,"['r&b', 'rap']"
0.664,0.612,7,-8.128,1,0.0623,0.0352,0,0.114,0.156,150.057,206400,4,Animal,Chris Brown,"['r&b', 'rap']"
0.752,0.586,7,-7.896,0,0.071,0.0465,0,0.0554,0.815,92.033,230253,4,City Girls,Chris Brown,"['r&b', 'rap']"
0.755,0.434,0,-8.874,1,0.0445,0.0276,0,0.106,0.376,135.056,229333,4,Stolen,Chris Brown,"['r&b', 'rap']"
0.948,0.621,8,-7.75,1,0.231,0.00719,1.98E-06,0.121,0.652,102.023,190147,4,Undrunk (feat. Too $hort & E-40),Chris Brown,"['r&b', 'rap']"
0.918,0.542,7,-11.191,0,0.281,0.0821,0,0.0822,0.605,94.995,101693,4,No Such Thing (feat. Hoodybaby),Chris Brown,"['r&b', 'rap']"
0.802,0.745,6,-6.988,0,0.475,0.048,0,0.105,0.7,152.099,230359,4,Help Me Breathe (feat. Future),Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
0.786,0.623,9,-4.959,1,0.118,0.0367,0.000277,0.105,0.281,110.112,183827,4,Lower Body (feat. Davido),Chris Brown,"['r&b', 'rap']"
0.586,0.808,9,-5.061,0,0.0447,0.203,0,0.13,0.455,95.979,274987,4,Overtime,Chris Brown,"['r&b', 'rap']"
0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18E-06,0.105,0.31,116.992,184613,4,Under The Influence,Chris Brown,"['r&b', 'rap']"
0.501,0.765,0,-4.911,1,0.336,0.195,0,0.222,0.433,160.12,390000,4,"Outy When I Drive/Blamed (feat. Rich The Kid, Yella Beezy & Sage The Gemini)",Chris Brown,"['r&b', 'rap']"
0.779,0.568,10,-6.158,0,0.106,0.248,1.04E-05,0.105,0.51,96.993,198000,4,Nose Dive (feat. DaniLeigh),Chris Brown,"['r&b', 'rap']"
0.526,0.544,1,-5.319,0,0.0567,0.529,0,0.134,0.48,149.908,172813,4,Flashbacks,Chris Brown,"['r&b', 'rap']"
0.68,0.619,8,-5.181,0,0.0689,0.0329,0,0.0574,0.813,100.256,134400,4,Problem With You,Chris Brown,"['r&b', 'rap']"
0.664,0.616,6,-5.283,0,0.0507,0.124,0,0.233,0.538,100.003,167987,4,Going At It,Chris Brown,"['r&b', 'rap']"
0.522,0.59,10,-7.8,1,0.0671,0.0159,0,0.124,0.153,116.442,208960,4,Technology,Chris Brown,"['r&b', 'rap']"
0.42,0.709,11,-5.601,0,0.0616,0.0114,0,0.134,0.32,119.561,209880,4,Tell Me How You Feel (feat. Tory Lanez),Chris Brown,"['r&b', 'rap']"
0.596,0.754,3,-4.791,0,0.127,0.331,0,0.247,0.533,151.921,192627,4,Indigo,Chris Brown,"['r&b', 'rap']"
0.73,0.922,5,-3.382,0,0.0611,0.0936,0,0.165,0.511,122.926,220480,4,Back To Love,Chris Brown,"['r&b', 'rap']"
0.505,0.597,3,-6.21,0,0.0691,0.0725,0,0.0954,0.241,82.137,234147,4,Come Together (feat. H.E.R.),Chris Brown,"['r&b', 'rap']"
0.652,0.66,7,-5.417,1,0.0349,0.00586,0,0.623,0.574,105.053,197440,4,Temporary Lover (feat. Lil Jon),Chris Brown,"['r&b', 'rap']"
0.443,0.743,1,-6.068,1,0.125,0.104,1.97E-05,0.106,0.413,86.98,399320,4,Emerald / Burgundy (feat. Juvenile & Juicy J),Chris Brown,"['r&b', 'rap']"
0.344,0.802,5,-4.976,0,0.0832,0.153,0,0.134,0.292,177.297,218080,4,Red,Chris Brown,"['r&b', 'rap']"
0.67,0.653,10,-4.031,1,0.0795,0.026,0,0.412,0.146,82.031,213653,4,All I Want (feat. Tyga),Chris Brown,"['r&b', 'rap']"
0.716,0.829,4,-4.311,1,0.271,0.14,0,0.137,0.704,190.038,221053,4,Wobble Up (feat. Nicki Minaj & G-Eazy),Chris Brown,"['r&b', 'rap']"
0.856,0.842,10,-4.727,0,0.119,0.3,0,0.352,0.737,100.01,328800,4,Need A Stack (feat. Lil Wayne & Joyner Lucas),Chris Brown,"['r&b', 'rap']"
0.619,0.613,0,-5.83,1,0.0796,0.0614,0,0.117,0.483,82.419,232733,4,Heat (feat. Gunna),Chris Brown,"['r&b', 'rap']"
0.596,0.754,3,-4.791,0,0.127,0.331,0,0.247,0.533,151.921,192627,4,Indigo,Chris Brown,"['r&b', 'rap']"
0.73,0.922,5,-3.382,0,0.0611,0.0936,0,0.165,0.511,122.926,220480,4,Back To Love,Chris Brown,"['r&b', 'rap']"
0.505,0.597,3,-6.21,0,0.0691,0.0725,0,0.0954,0.241,82.137,234147,4,Come Together (feat. H.E.R.),Chris Brown,"['r&b', 'rap']"
0.652,0.66,7,-5.417,1,0.0349,0.00586,0,0.623,0.574,105.053,197440,4,Temporary Lover (feat. Lil Jon),Chris Brown,"['r&b', 'rap']"
0.443,0.743,1,-6.068,1,0.125,0.104,1.97E-05,0.106,0.413,86.98,399320,4,Emerald / Burgundy (feat. Juvenile & Juicy J),Chris Brown,"['r&b', 'rap']"
0.344,0.802,5,-4.976,0,0.0832,0.153,0,0.134,0.292,177.297,218080,4,Red,Chris Brown,"['r&b', 'rap']"
0.67,0.653,10,-4.031,1,0.0795,0.026,0,0.412,0.146,82.031,213653,4,All I Want (feat. Tyga),Chris Brown,"['r&b', 'rap']"
0.716,0.829,4,-4.311,1,0.271,0.14,0,0.137,0.704,190.038,221053,4,Wobble Up (feat. Nicki Minaj & G-Eazy),Chris Brown,"['r&b', 'rap']"
0.856,0.842,10,-4.727,0,0.119,0.3,0,0.352,0.737,100.01,328800,4,Need A Stack (feat. Lil Wayne & Joyner Lucas),Chris Brown,"['r&b', 'rap']"
0.619,0.613,0,-5.83,1,0.0796,0.0614,0,0.117,0.483,82.419,232733,4,Heat (feat. Gunna),Chris Brown,"['r&b', 'rap']"
0.696,0.454,1,-6.756,0,0.153,0.123,0,0.155,0.136,92.928,260640,4,No Guidance (feat. Drake),Chris Brown,"['r&b', 'rap']"
0.357,0.472,10,-6.154,1,0.0361,0.0381,0,0.111,0.162,120.094,202000,4,Girl Of My Dreams,Chris Brown,"['r&b', 'rap']"
0.446,0.635,11,-5.942,0,0.101,0.143,1.14E-05,0.211,0.162,92.944,303120,4,Natural Disaster / Aura,Chris Brown,"['r&b', 'rap']"
0.661,0.395,7,-5.242,1,0.0333,0.873,0,0.112,0.679,82.028,204880,4,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,"['r&b', 'rap']"
0.494,0.798,5,-4.33,0,0.113,0.0183,0,0.118,0.401,191.594,265347,4,Sorry Enough,Chris Brown,"['r&b', 'rap']"
0.577,0.696,2,-4.826,0,0.165,0.0344,0,0.11,0.353,109.9,205080,4,Juice,Chris Brown,"['r&b', 'rap']"
0.478,0.629,5,-4.052,1,0.0425,0.0393,0,0.136,0.305,99.225,184800,4,You Like That,Chris Brown,"['r&b', 'rap']"
0.679,0.533,6,-5.459,1,0.0346,0.0213,0,0.112,0.502,91.955,193053,4,Troubled Waters,Chris Brown,"['r&b', 'rap']"
0.67,0.846,1,-4.006,0,0.131,0.232,0,0.376,0.718,113.974,212627,4,Take A Risk,Chris Brown,"['r&b', 'rap']"
0.474,0.659,5,-5.389,0,0.152,0.0924,0,0.302,0.269,84.777,169413,4,Lurkin' (feat. Tory Lanez),Chris Brown,"['r&b', 'rap']"
0.675,0.723,1,-6.467,0,0.155,0.154,0,0.0315,0.798,103.066,152812,4,Don't Slow Me Down,Chris Brown,"['r&b', 'rap']"
0.381,0.72,10,-5.168,0,0.296,0.129,0,0.11,0.489,189.765,167095,4,On Purpose (feat. AGNEZ MO),Chris Brown,"['r&b', 'rap']"
0.565,0.73,11,-5.941,1,0.127,0.369,0,0.0773,0.526,102.792,147716,4,Hands Up,Chris Brown,"['r&b', 'rap']"
0.614,0.505,8,-6.836,0,0.039,0.0228,0,0.134,0.179,126.298,249725,4,Same S**t,Chris Brown,"['r&b', 'rap']"
0.482,0.605,7,-6.164,1,0.0809,0.327,0,0.155,0.653,169.819,206144,4,Trust Me,Chris Brown,"['r&b', 'rap']"
0.754,0.515,7,-6.293,1,0.201,0.0395,0,0.0749,0.6,132.067,176835,4,Let S**t Go,Chris Brown,"['r&b', 'rap']"
0.526,0.602,2,-6.587,1,0.0511,0.114,0,0.132,0.238,91.566,155465,4,I Wanna,Chris Brown,"['r&b', 'rap']"
0.646,0.703,11,-3.344,0,0.0689,0.293,0,0.235,0.689,99.122,247867,4,Water,Chris Brown,"['r&b', 'rap']"
0.623,0.66,8,-5.528,0,0.0607,0.496,0,0.282,0.557,139.989,183960,4,Yoppa (feat. Trippie Redd),Chris Brown,"['r&b', 'rap']"
0.648,0.577,0,-7.197,1,0.101,0.0447,0,0.163,0.341,139.966,196669,4,Get Off,Chris Brown,"['r&b', 'rap']"
0.642,0.595,10,-5.909,1,0.104,0.119,0,0.199,0.535,98.033,249255,4,This X-Mas (feat. Ella Mai),Chris Brown,"['r&b', 'rap']"
0.555,0.769,7,-5.057,1,0.262,0.228,0,0.217,0.9,174.031,235137,4,Secret (feat. Solo Lucci),Chris Brown,"['r&b', 'rap']"
0.483,0.532,6,-8.012,0,0.078,0.652,0,0.123,0.668,134.799,241778,4,Lost & Found,Chris Brown,"['r&b', 'rap']"
0.741,0.58,0,-7.741,1,0.378,0.153,0,0.109,0.428,97.092,220964,4,Privacy,Chris Brown,"['r&b', 'rap']"
0.756,0.598,11,-6.285,0,0.0637,0.0233,0,0.0914,0.731,95.498,273279,4,Juicy Booty (feat. Jhen̩ Aiko & R.Kelly),Chris Brown,"['r&b', 'rap']"
0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,129478,4,Questions,Chris Brown,"['r&b', 'rap']"
0.613,0.576,4,-7.617,0,0.0651,0.00786,4.63E-06,0.106,0.692,87.988,246523,4,Heartbreak on a Full Moon,Chris Brown,"['r&b', 'rap']"
0.639,0.651,5,-5.959,0,0.213,0.166,0,0.131,0.328,113.976,204016,4,Roses,Chris Brown,"['r&b', 'rap']"
0.767,0.464,11,-8.019,0,0.0689,0.0297,3.51E-06,0.0856,0.454,120.008,177703,4,Confidence,Chris Brown,"['r&b', 'rap']"
0.463,0.499,8,-7.435,0,0.338,0.355,0,0.0796,0.604,100.823,162480,4,Rock Your Body,Chris Brown,"['r&b', 'rap']"
0.483,0.532,6,-8.012,0,0.078,0.652,0,0.123,0.668,134.799,241778,4,Lost & Found,Chris Brown,"['r&b', 'rap']"
0.741,0.58,0,-7.741,1,0.378,0.153,0,0.109,0.428,97.092,220964,4,Privacy,Chris Brown,"['r&b', 'rap']"
0.756,0.598,11,-6.285,0,0.0637,0.0233,0,0.0914,0.731,95.498,273279,4,Juicy Booty (feat. Jhen̩ Aiko & R.Kelly),Chris Brown,"['r&b', 'rap']"
0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,129478,4,Questions,Chris Brown,"['r&b', 'rap']"
0.613,0.576,4,-7.617,0,0.0651,0.00786,4.63E-06,0.106,0.692,87.988,246523,4,Heartbreak on a Full Moon,Chris Brown,"['r&b', 'rap']"
0.639,0.651,5,-5.959,0,0.213,0.166,0,0.131,0.328,113.976,204016,4,Roses,Chris Brown,"['r&b', 'rap']"
0.767,0.464,11,-8.019,0,0.0689,0.0297,3.51E-06,0.0856,0.454,120.008,177703,4,Confidence,Chris Brown,"['r&b', 'rap']"
0.463,0.499,8,-7.435,0,0.338,0.355,0,0.0796,0.604,100.823,162480,4,Rock Your Body,Chris Brown,"['r&b', 'rap']"
0.769,0.482,10,-7.205,1,0.0502,0.192,0,0.0903,0.487,120.959,218744,4,Tempo,Chris Brown,"['r&b', 'rap']"
0.735,0.558,5,-6.343,0,0.0903,0.0931,0,0.101,0.486,138.051,281011,4,Handle It (feat. DeJ Loaf & Lil Yachty),Chris Brown,"['r&b', 'rap']"
0.686,0.448,11,-8.107,0,0.0791,0.0838,0,0.099,0.197,105.04,197285,4,Sip,Chris Brown,"['r&b', 'rap']"
0.655,0.629,7,-6.743,0,0.0695,0.129,0,0.173,0.182,132.954,188313,4,Everybody Knows,Chris Brown,"['r&b', 'rap']"
0.71,0.497,1,-8.027,0,0.138,0.073,0,0.136,0.412,106.071,273353,4,To My Bed,Chris Brown,"['r&b', 'rap']"
0.67,0.531,11,-7.294,0,0.0629,0.0366,0,0.132,0.186,100.006,281876,3,Hope You Do,Chris Brown,"['r&b', 'rap']"
0.613,0.377,7,-10.255,0,0.0805,0.0135,2.50E-06,0.445,0.0758,126.002,178788,4,This Ain't,Chris Brown,"['r&b', 'rap']"
0.742,0.7,6,-4.712,0,0.0581,0.181,0,0.21,0.472,120.037,142794,4,Pull Up,Chris Brown,"['r&b', 'rap']"
0.762,0.576,1,-4.951,0,0.0829,0.0556,0,0.0866,0.316,142.096,221178,4,Party (feat. Usher & Gucci Mane),Chris Brown,"['r&b', 'rap']"
0.771,0.614,1,-4.729,0,0.0399,0.00131,0,0.0995,0.35,140.012,156298,4,Sensei (feat. A1),Chris Brown,"['r&b', 'rap']"
0.594,0.635,8,-6.019,0,0.0788,0.0731,0,0.124,0.604,147.203,240127,4,Summer Breeze,Chris Brown,"['r&b', 'rap']"
0.363,0.669,1,-6.287,1,0.0663,0.0275,0,0.0798,0.355,96.937,200110,4,No Exit,Chris Brown,"['r&b', 'rap']"
0.647,0.646,9,-5.483,0,0.243,0.0424,0,0.0888,0.721,92.981,201253,4,Back To Sleep,Chris Brown,"['r&b', 'rap']"
0.714,0.701,0,-4.833,1,0.049,0.14,0,0.0689,0.665,119.999,207693,4,Fine By Me,Chris Brown,"['r&b', 'rap']"
0.758,0.388,3,-8.338,0,0.154,0.489,0,0.239,0.518,106.152,194587,4,Wrist (feat. Solo Lucci),Chris Brown,"['r&b', 'rap']"
0.581,0.579,9,-5.866,1,0.036,0.0868,0,0.312,0.852,60.991,230200,4,Make Love,Chris Brown,"['r&b', 'rap']"
0.686,0.342,5,-8.555,0,0.0447,0.0212,0,0.111,0.429,104.995,224907,4,Liquor,Chris Brown,"['r&b', 'rap']"
0.731,0.818,1,-4.564,0,0.0638,0.0517,0,0.0743,0.812,120.993,214600,4,Zero,Chris Brown,"['r&b', 'rap']"
0.469,0.664,7,-7.16,1,0.121,0.0566,1.58E-06,0.482,0.248,124.746,211413,4,Anyway (feat. Tayla Parx),Chris Brown,"['r&b', 'rap']"
0.768,0.557,11,-6.157,0,0.0505,0.0112,0,0.587,0.439,103.045,193613,4,Picture Me Rollin',Chris Brown,"['r&b', 'rap']"
0.634,0.456,8,-8.802,0,0.0587,0.0833,0,0.12,0.428,118.859,273280,4,Who's Gonna (NOBODY),Chris Brown,"['r&b', 'rap']"
0.677,0.539,8,-6.754,1,0.0398,0.0223,0,0.126,0.443,115.96,265947,4,Discover,Chris Brown,"['r&b', 'rap']"
0.604,0.467,7,-7.288,1,0.0417,0.00703,0,0.117,0.15,102.032,165907,4,Little Bit,Chris Brown,"['r&b', 'rap']"
0.338,0.642,5,-6.584,1,0.189,0.22,0,0.188,0.515,154.968,241480,4,Proof,Chris Brown,"['r&b', 'rap']"
0.799,0.668,11,-6.641,0,0.0452,0.0203,0,0.269,0.765,120.016,186293,4,No Filter,Chris Brown,"['r&b', 'rap']"
0.632,0.516,6,-8.088,1,0.035,0.0195,0,0.139,0.328,133.71,260453,4,Little More (Royalty),Chris Brown,"['r&b', 'rap']"
0.668,0.525,9,-8.053,0,0.0361,0.00194,0,0.119,0.194,132.008,247680,4,Day One,Chris Brown,"['r&b', 'rap']"
0.394,0.594,8,-7.651,1,0.202,0.0522,0,0.109,0.297,79.544,248573,1,Blow It In The Wind,Chris Brown,"['r&b', 'rap']"
0.452,0.692,2,-6.734,1,0.0906,0.322,0,0.215,0.359,84.499,214800,4,KAE,Chris Brown,"['r&b', 'rap']"
0.666,0.537,4,-7.954,0,0.231,0.45,0,0.144,0.185,92.081,213560,4,U Did It (feat. Future),Chris Brown,"['r&b', 'rap']"
0.631,0.703,8,-7.118,1,0.32,0.218,0,0.124,0.376,91.058,214093,4,Westside,Chris Brown,"['r&b', 'rap']"
0.854,0.547,9,-7.983,0,0.121,0.0286,0,0.0709,0.431,98.99,245013,4,Nothin' Like Me (feat. Ty Dolla $ign),Chris Brown,"['r&b', 'rap']"
0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,225227,4,Ayo,Chris Brown,"['r&b', 'rap']"
0.722,0.551,8,-8.842,0,0.0656,0.0864,0,0.13,0.556,129.506,213400,4,Girl You Loud,Chris Brown,"['r&b', 'rap']"
0.655,0.592,9,-7.853,0,0.142,0.0549,0,0.25,0.547,138.05,253920,4,Remember Me,Chris Brown,"['r&b', 'rap']"
0.727,0.442,11,-9.233,0,0.318,0.00576,0,0.551,0.336,191.925,242533,4,I Bet (feat. 50 Cent),Chris Brown,"['r&b', 'rap']"
0.787,0.556,2,-8.557,1,0.252,0.00357,0,0.161,0.49,138.066,224267,4,D.G.I.F.U. (feat. Pusha T),Chris Brown,"['r&b', 'rap']"
